	n	zI	zG_X_XX	zG_X_XY	zG_Y_XY	zG_Z_ZZ	zG_Z_ZW	zG_W_ZW	wI_star	wG_X_XX	wG_X_XY	wG_Y_XY	wG_Z_ZZ	wG_Z_ZW	wG_W_ZW	
	2.314	0.283924	0.249534	0.06878	0.567848	0.318314	0.499068	0	1.43215	1.42835	1.22264	1.2608	1.42873	1.32601	1	
	2.315	0.284017	0.249633	0.0687693	0.568035	0.318402	0.499265	0	1.43197	1.42817	1.22244	1.26061	1.42855	1.32579	1	
	2.316	0.284111	0.249731	0.0687586	0.568221	0.31849	0.499462	0	1.43178	1.42799	1.22224	1.26042	1.42836	1.32558	1	
	2.317	0.284204	0.24983	0.0687479	0.568407	0.318578	0.49966	0	1.43159	1.42781	1.22204	1.26023	1.42818	1.32536	1	
	2.318	0.284297	0.249928	0.0687371	0.568594	0.318665	0.499856	0	1.43141	1.42762	1.22184	1.26004	1.428	1.32514	1	
	2.319	0.28439	0.250027	0.0687264	0.56878	0.318753	0.500053	0	1.43122	1.42744	1.22164	1.25985	1.42782	1.32493	1	
	2.32	0.284483	0.250125	0.0687156	0.568966	0.318841	0.50025	0	1.43103	1.42726	1.22144	1.25966	1.42763	1.32472	1	
	2.321	0.284576	0.250223	0.0687049	0.569151	0.318928	0.500446	0	1.43085	1.42708	1.22124	1.25947	1.42745	1.3245	1	
	2.322	0.284668	0.250321	0.0686941	0.569337	0.319015	0.500643	0	1.43066	1.4269	1.22104	1.25928	1.42727	1.32429	1	
	2.323	0.284761	0.250419	0.0686833	0.569522	0.319103	0.500839	0	1.43048	1.42672	1.22084	1.25909	1.42709	1.32407	1	
	2.324	0.284854	0.250517	0.0686725	0.569707	0.31919	0.501035	0	1.43029	1.42654	1.22064	1.2589	1.42691	1.32386	1	
	2.325	0.284946	0.250615	0.0686617	0.569892	0.319277	0.501231	0	1.43011	1.42636	1.22044	1.25871	1.42672	1.32364	1	
	2.326	0.285039	0.250713	0.0686509	0.570077	0.319364	0.501426	0	1.42992	1.42617	1.22024	1.25852	1.42654	1.32343	1	
	2.327	0.285131	0.250811	0.0686401	0.570262	0.319451	0.501622	0	1.42974	1.42599	1.22004	1.25833	1.42636	1.32322	1	
	2.328	0.285223	0.250909	0.0686293	0.570447	0.319538	0.501817	0	1.42955	1.42581	1.21984	1.25814	1.42618	1.323	1	
	2.329	0.285316	0.251006	0.0686185	0.570631	0.319625	0.502013	0	1.42937	1.42563	1.21964	1.25796	1.426	1.32279	1	
	2.33	0.285408	0.251104	0.0686076	0.570815	0.319712	0.502208	0	1.42918	1.42545	1.21945	1.25777	1.42582	1.32258	1	
	2.331	0.2855	0.251201	0.0685968	0.571	0.319798	0.502403	0	1.429	1.42527	1.21925	1.25758	1.42564	1.32237	1	
	2.332	0.285592	0.251299	0.0685859	0.571184	0.319885	0.502598	0	1.42882	1.42509	1.21905	1.25739	1.42546	1.32215	1	
	2.333	0.285684	0.251396	0.0685751	0.571367	0.319971	0.502792	0	1.42863	1.42491	1.21885	1.25721	1.42528	1.32194	1	
	2.334	0.285775	0.251493	0.0685642	0.571551	0.320058	0.502987	0	1.42845	1.42473	1.21866	1.25702	1.4251	1.32173	1	
	2.335	0.285867	0.251591	0.0685533	0.571734	0.320144	0.503181	0	1.42827	1.42455	1.21846	1.25683	1.42492	1.32152	1	
	2.336	0.285959	0.251688	0.0685424	0.571918	0.32023	0.503375	0	1.42808	1.42438	1.21827	1.25664	1.42474	1.32131	1	
	2.337	0.28605	0.251785	0.0685315	0.572101	0.320316	0.503569	0	1.4279	1.4242	1.21807	1.25646	1.42456	1.3211	1	
	2.338	0.286142	0.251882	0.0685206	0.572284	0.320402	0.503763	0	1.42772	1.42402	1.21787	1.25627	1.42438	1.32089	1	
	2.339	0.286233	0.251979	0.0685097	0.572467	0.320488	0.503957	0	1.42753	1.42384	1.21768	1.25608	1.4242	1.32067	1	
	2.34	0.286325	0.252075	0.0684988	0.57265	0.320574	0.504151	0	1.42735	1.42366	1.21748	1.2559	1.42402	1.32046	1	
	2.341	0.286416	0.252172	0.0684878	0.572832	0.32066	0.504344	0	1.42717	1.42348	1.21729	1.25571	1.42384	1.32025	1	
	2.342	0.286507	0.252269	0.0684769	0.573015	0.320746	0.504538	0	1.42699	1.4233	1.21709	1.25553	1.42366	1.32004	1	
	2.343	0.286598	0.252365	0.0684659	0.573197	0.320831	0.504731	0	1.4268	1.42313	1.2169	1.25534	1.42348	1.31983	1	
	2.344	0.286689	0.252462	0.068455	0.573379	0.320917	0.504924	0	1.42662	1.42295	1.21671	1.25516	1.4233	1.31962	1	
	2.345	0.28678	0.252558	0.068444	0.573561	0.321002	0.505117	0	1.42644	1.42277	1.21651	1.25497	1.42312	1.31941	1	
	2.346	0.286871	0.252655	0.068433	0.573743	0.321088	0.50531	0	1.42626	1.42259	1.21632	1.25479	1.42295	1.31921	1	
	2.347	0.286962	0.252751	0.0684221	0.573924	0.321173	0.505502	0	1.42608	1.42241	1.21612	1.2546	1.42277	1.319	1	
	2.348	0.287053	0.252847	0.0684111	0.574106	0.321258	0.505695	0	1.42589	1.42224	1.21593	1.25442	1.42259	1.31879	1	
	2.349	0.287143	0.252943	0.0684001	0.574287	0.321343	0.505887	0	1.42571	1.42206	1.21574	1.25423	1.42241	1.31858	1	
	2.35	0.287234	0.25304	0.0683891	0.574468	0.321429	0.506079	0	1.42553	1.42188	1.21555	1.25405	1.42223	1.31837	1	
	2.351	0.287325	0.253136	0.068378	0.574649	0.321514	0.506271	0	1.42535	1.42171	1.21535	1.25387	1.42206	1.31816	1	
	2.352	0.287415	0.253231	0.068367	0.57483	0.321598	0.506463	0	1.42517	1.42153	1.21516	1.25368	1.42188	1.31795	1	
	2.353	0.287505	0.253327	0.068356	0.575011	0.321683	0.506655	0	1.42499	1.42135	1.21497	1.2535	1.4217	1.31775	1	
	2.354	0.287596	0.253423	0.068345	0.575191	0.321768	0.506846	0	1.42481	1.42118	1.21478	1.25331	1.42152	1.31754	1	
	2.355	0.287686	0.253519	0.0683339	0.575372	0.321853	0.507038	0	1.42463	1.421	1.21459	1.25313	1.42135	1.31733	1	
	2.356	0.287776	0.253614	0.0683229	0.575552	0.321937	0.507229	0	1.42445	1.42082	1.2144	1.25295	1.42117	1.31712	1	
	2.357	0.287866	0.25371	0.0683118	0.575732	0.322022	0.50742	0	1.42427	1.42065	1.2142	1.25277	1.42099	1.31692	1	
	2.358	0.287956	0.253806	0.0683007	0.575912	0.322106	0.507611	0	1.42409	1.42047	1.21401	1.25258	1.42082	1.31671	1	
	2.359	0.288046	0.253901	0.0682897	0.576092	0.322191	0.507802	0	1.42391	1.4203	1.21382	1.2524	1.42064	1.3165	1	
	2.36	0.288136	0.253996	0.0682786	0.576271	0.322275	0.507993	0	1.42373	1.42012	1.21363	1.25222	1.42046	1.3163	1	
	2.361	0.288225	0.254092	0.0682675	0.576451	0.322359	0.508183	0	1.42355	1.41994	1.21344	1.25204	1.42029	1.31609	1	
	2.362	0.288315	0.254187	0.0682564	0.57663	0.322443	0.508374	0	1.42337	1.41977	1.21325	1.25186	1.42011	1.31588	1	
	2.363	0.288405	0.254282	0.0682453	0.576809	0.322527	0.508564	0	1.42319	1.41959	1.21306	1.25167	1.41994	1.31568	1	
	2.364	0.288494	0.254377	0.0682342	0.576988	0.322611	0.508754	0	1.42301	1.41942	1.21287	1.25149	1.41976	1.31547	1	
	2.365	0.288584	0.254472	0.0682231	0.577167	0.322695	0.508944	0	1.42283	1.41924	1.21269	1.25131	1.41959	1.31527	1	
	2.366	0.288673	0.254567	0.0682119	0.577346	0.322779	0.509134	0	1.42265	1.41907	1.2125	1.25113	1.41941	1.31506	1	
	2.367	0.288762	0.254662	0.0682008	0.577524	0.322863	0.509324	0	1.42248	1.41889	1.21231	1.25095	1.41923	1.31486	1	
	2.368	0.288851	0.254757	0.0681896	0.577703	0.322946	0.509513	0	1.4223	1.41872	1.21212	1.25077	1.41906	1.31465	1	
	2.369	0.28894	0.254851	0.0681785	0.577881	0.32303	0.509702	0	1.42212	1.41855	1.21193	1.25059	1.41888	1.31445	1	
	2.37	0.28903	0.254946	0.0681673	0.578059	0.323113	0.509892	0	1.42194	1.41837	1.21174	1.25041	1.41871	1.31424	1	
	2.371	0.289119	0.25504	0.0681562	0.578237	0.323197	0.510081	0	1.42176	1.4182	1.21156	1.25023	1.41854	1.31404	1	
	2.372	0.289207	0.255135	0.068145	0.578415	0.32328	0.51027	0	1.42159	1.41802	1.21137	1.25005	1.41836	1.31383	1	
	2.373	0.289296	0.255229	0.0681338	0.578592	0.323363	0.510459	0	1.42141	1.41785	1.21118	1.24987	1.41819	1.31363	1	
	2.374	0.289385	0.255324	0.0681226	0.57877	0.323446	0.510647	0	1.42123	1.41768	1.211	1.24969	1.41801	1.31343	1	
	2.375	0.289474	0.255418	0.0681115	0.578947	0.323529	0.510836	0	1.42105	1.4175	1.21081	1.24951	1.41784	1.31322	1	
	2.376	0.289562	0.255512	0.0681003	0.579125	0.323612	0.511024	0	1.42088	1.41733	1.21062	1.24933	1.41766	1.31302	1	
	2.377	0.289651	0.255606	0.0680891	0.579302	0.323695	0.511213	0	1.4207	1.41716	1.21044	1.24916	1.41749	1.31282	1	
	2.378	0.289739	0.2557	0.0680778	0.579479	0.323778	0.511401	0	1.42052	1.41698	1.21025	1.24898	1.41732	1.31261	1	
	2.379	0.289828	0.255794	0.0680666	0.579655	0.323861	0.511589	0	1.42034	1.41681	1.21007	1.2488	1.41714	1.31241	1	
	2.38	0.289916	0.255888	0.0680554	0.579832	0.323944	0.511777	0	1.42017	1.41664	1.20988	1.24862	1.41697	1.31221	1	
	2.381	0.290004	0.255982	0.0680442	0.580008	0.324026	0.511964	0	1.41999	1.41647	1.20969	1.24844	1.4168	1.31201	1	
	2.382	0.290092	0.256076	0.0680329	0.580185	0.324109	0.512152	0	1.41982	1.41629	1.20951	1.24826	1.41662	1.3118	1	
	2.383	0.29018	0.25617	0.0680217	0.580361	0.324191	0.512339	0	1.41964	1.41612	1.20933	1.24809	1.41645	1.3116	1	
	2.384	0.290268	0.256263	0.0680104	0.580537	0.324274	0.512526	0	1.41946	1.41595	1.20914	1.24791	1.41628	1.3114	1	
	2.385	0.290356	0.256357	0.0679992	0.580713	0.324356	0.512714	0	1.41929	1.41578	1.20896	1.24773	1.4161	1.3112	1	
	2.386	0.290444	0.25645	0.0679879	0.580889	0.324438	0.512901	0	1.41911	1.4156	1.20877	1.24756	1.41593	1.311	1	
	2.387	0.290532	0.256544	0.0679766	0.581064	0.32452	0.513087	0	1.41894	1.41543	1.20859	1.24738	1.41576	1.3108	1	
	2.388	0.29062	0.256637	0.0679653	0.58124	0.324602	0.513274	0	1.41876	1.41526	1.20841	1.2472	1.41559	1.3106	1	
	2.389	0.290707	0.25673	0.067954	0.581415	0.324684	0.513461	0	1.41859	1.41509	1.20822	1.24703	1.41542	1.31039	1	
	2.39	0.290795	0.256824	0.0679428	0.58159	0.324766	0.513647	0	1.41841	1.41492	1.20804	1.24685	1.41524	1.31019	1	
	2.391	0.290882	0.256917	0.0679315	0.581765	0.324848	0.513834	0	1.41824	1.41475	1.20786	1.24667	1.41507	1.30999	1	
	2.392	0.29097	0.25701	0.0679201	0.58194	0.32493	0.51402	0	1.41806	1.41458	1.20767	1.2465	1.4149	1.30979	1	
	2.393	0.291057	0.257103	0.0679088	0.582115	0.325012	0.514206	0	1.41789	1.41441	1.20749	1.24632	1.41473	1.30959	1	
	2.394	0.291145	0.257196	0.0678975	0.582289	0.325093	0.514392	0	1.41771	1.41423	1.20731	1.24615	1.41456	1.30939	1	
	2.395	0.291232	0.257289	0.0678862	0.582463	0.325175	0.514577	0	1.41754	1.41406	1.20713	1.24597	1.41439	1.30919	1	
	2.396	0.291319	0.257381	0.0678749	0.582638	0.325256	0.514763	0	1.41736	1.41389	1.20695	1.2458	1.41422	1.30899	1	
	2.397	0.291406	0.257474	0.0678635	0.582812	0.325338	0.514948	0	1.41719	1.41372	1.20676	1.24562	1.41404	1.3088	1	
	2.398	0.291493	0.257567	0.0678522	0.582986	0.325419	0.515134	0	1.41701	1.41355	1.20658	1.24545	1.41387	1.3086	1	
	2.399	0.29158	0.257659	0.0678408	0.58316	0.3255	0.515319	0	1.41684	1.41338	1.2064	1.24527	1.4137	1.3084	1	
	2.4	0.291667	0.257752	0.0678295	0.583333	0.325581	0.515504	0	1.41667	1.41321	1.20622	1.2451	1.41353	1.3082	1	
	2.401	0.291753	0.257844	0.0678181	0.583507	0.325662	0.515689	0	1.41649	1.41304	1.20604	1.24492	1.41336	1.308	1	
	2.402	0.29184	0.257937	0.0678067	0.58368	0.325743	0.515874	0	1.41632	1.41287	1.20586	1.24475	1.41319	1.3078	1	
	2.403	0.291927	0.258029	0.0677953	0.583854	0.325824	0.516058	0	1.41615	1.4127	1.20568	1.24458	1.41302	1.3076	1	
	2.404	0.292013	0.258121	0.067784	0.584027	0.325905	0.516243	0	1.41597	1.41253	1.2055	1.2444	1.41285	1.30741	1	
	2.405	0.2921	0.258214	0.0677726	0.5842	0.325986	0.516427	0	1.4158	1.41237	1.20532	1.24423	1.41268	1.30721	1	
	2.406	0.292186	0.258306	0.0677612	0.584372	0.326067	0.516611	0	1.41563	1.4122	1.20514	1.24406	1.41251	1.30701	1	
	2.407	0.292273	0.258398	0.0677498	0.584545	0.326147	0.516795	0	1.41545	1.41203	1.20496	1.24388	1.41234	1.30681	1	
	2.408	0.292359	0.25849	0.0677384	0.584718	0.326228	0.516979	0	1.41528	1.41186	1.20478	1.24371	1.41217	1.30662	1	
	2.409	0.292445	0.258582	0.067727	0.58489	0.326308	0.517163	0	1.41511	1.41169	1.20461	1.24354	1.412	1.30642	1	
	2.41	0.292531	0.258673	0.0677155	0.585062	0.326389	0.517347	0	1.41494	1.41152	1.20443	1.24337	1.41183	1.30622	1	
	2.411	0.292617	0.258765	0.0677041	0.585234	0.326469	0.51753	0	1.41477	1.41135	1.20425	1.24319	1.41167	1.30603	1	
	2.412	0.292703	0.258857	0.0676927	0.585406	0.326549	0.517714	0	1.41459	1.41119	1.20407	1.24302	1.4115	1.30583	1	
	2.413	0.292789	0.258948	0.0676812	0.585578	0.32663	0.517897	0	1.41442	1.41102	1.20389	1.24285	1.41133	1.30563	1	
	2.414	0.292875	0.25904	0.0676698	0.58575	0.32671	0.51808	0	1.41425	1.41085	1.20372	1.24268	1.41116	1.30544	1	
	2.415	0.292961	0.259131	0.0676584	0.585921	0.32679	0.518263	0	1.41408	1.41068	1.20354	1.24251	1.41099	1.30524	1	
	2.416	0.293046	0.259223	0.0676469	0.586093	0.32687	0.518446	0	1.41391	1.41051	1.20336	1.24233	1.41082	1.30505	1	
	2.417	0.293132	0.259314	0.0676354	0.586264	0.32695	0.518629	0	1.41374	1.41035	1.20318	1.24216	1.41065	1.30485	1	
	2.418	0.293218	0.259406	0.067624	0.586435	0.32703	0.518811	0	1.41356	1.41018	1.20301	1.24199	1.41049	1.30466	1	
	2.419	0.293303	0.259497	0.0676125	0.586606	0.327109	0.518994	0	1.41339	1.41001	1.20283	1.24182	1.41032	1.30446	1	
	2.42	0.293388	0.259588	0.067601	0.586777	0.327189	0.519176	0	1.41322	1.40984	1.20265	1.24165	1.41015	1.30427	1	
	2.421	0.293474	0.259679	0.0675895	0.586948	0.327269	0.519358	0	1.41305	1.40968	1.20248	1.24148	1.40998	1.30407	1	
	2.422	0.293559	0.25977	0.067578	0.587118	0.327348	0.51954	0	1.41288	1.40951	1.2023	1.24131	1.40982	1.30388	1	
	2.423	0.293644	0.259861	0.0675666	0.587288	0.327428	0.519722	0	1.41271	1.40934	1.20213	1.24114	1.40965	1.30368	1	
	2.424	0.293729	0.259952	0.0675551	0.587459	0.327507	0.519904	0	1.41254	1.40918	1.20195	1.24097	1.40948	1.30349	1	
	2.425	0.293814	0.260043	0.0675435	0.587629	0.327586	0.520085	0	1.41237	1.40901	1.20178	1.2408	1.40931	1.3033	1	
	2.426	0.293899	0.260133	0.067532	0.587799	0.327665	0.520267	0	1.4122	1.40884	1.2016	1.24063	1.40915	1.3031	1	
	2.427	0.293984	0.260224	0.0675205	0.587969	0.327745	0.520448	0	1.41203	1.40868	1.20143	1.24046	1.40898	1.30291	1	
	2.428	0.294069	0.260315	0.067509	0.588138	0.327824	0.520629	0	1.41186	1.40851	1.20125	1.24029	1.40881	1.30271	1	
	2.429	0.294154	0.260405	0.0674975	0.588308	0.327903	0.52081	0	1.41169	1.40835	1.20108	1.24012	1.40865	1.30252	1	
	2.43	0.294239	0.260496	0.0674859	0.588477	0.327982	0.520991	0	1.41152	1.40818	1.2009	1.23995	1.40848	1.30233	1	
	2.431	0.294323	0.260586	0.0674744	0.588647	0.328061	0.521172	0	1.41135	1.40801	1.20073	1.23979	1.40832	1.30214	1	
	2.432	0.294408	0.260676	0.0674629	0.588816	0.328139	0.521353	0	1.41118	1.40785	1.20056	1.23962	1.40815	1.30194	1	
	2.433	0.294492	0.260767	0.0674513	0.588985	0.328218	0.521533	0	1.41102	1.40768	1.20038	1.23945	1.40798	1.30175	1	
	2.434	0.294577	0.260857	0.0674398	0.589154	0.328297	0.521714	0	1.41085	1.40752	1.20021	1.23928	1.40782	1.30156	1	
	2.435	0.294661	0.260947	0.0674282	0.589322	0.328375	0.521894	0	1.41068	1.40735	1.20004	1.23911	1.40765	1.30137	1	
	2.436	0.294745	0.261037	0.0674166	0.589491	0.328454	0.522074	0	1.41051	1.40719	1.19987	1.23895	1.40749	1.30117	1	
	2.437	0.29483	0.261127	0.0674051	0.589659	0.328532	0.522254	0	1.41034	1.40702	1.19969	1.23878	1.40732	1.30098	1	
	2.438	0.294914	0.261217	0.0673935	0.589828	0.328611	0.522434	0	1.41017	1.40686	1.19952	1.23861	1.40716	1.30079	1	
	2.439	0.294998	0.261307	0.0673819	0.589996	0.328689	0.522614	0	1.41	1.40669	1.19935	1.23844	1.40699	1.3006	1	
	2.44	0.295082	0.261397	0.0673703	0.590164	0.328767	0.522794	0	1.40984	1.40653	1.19918	1.23828	1.40683	1.30041	1	
	2.441	0.295166	0.261487	0.0673587	0.590332	0.328845	0.522973	0	1.40967	1.40637	1.199	1.23811	1.40666	1.30022	1	
	2.442	0.29525	0.261576	0.0673471	0.5905	0.328923	0.523152	0	1.4095	1.4062	1.19883	1.23794	1.4065	1.30003	1	
	2.443	0.295334	0.261666	0.0673355	0.590667	0.329001	0.523332	0	1.40933	1.40604	1.19866	1.23778	1.40633	1.29984	1	
	2.444	0.295417	0.261755	0.0673239	0.590835	0.329079	0.523511	0	1.40917	1.40587	1.19849	1.23761	1.40617	1.29965	1	
	2.445	0.295501	0.261845	0.0673123	0.591002	0.329157	0.52369	0	1.409	1.40571	1.19832	1.23744	1.406	1.29946	1	
	2.446	0.295585	0.261934	0.0673007	0.591169	0.329235	0.523869	0	1.40883	1.40555	1.19815	1.23728	1.40584	1.29927	1	
	2.447	0.295668	0.262024	0.0672891	0.591336	0.329313	0.524047	0	1.40866	1.40538	1.19798	1.23711	1.40567	1.29908	1	
	2.448	0.295752	0.262113	0.0672774	0.591503	0.32939	0.524226	0	1.4085	1.40522	1.19781	1.23695	1.40551	1.29889	1	
	2.449	0.295835	0.262202	0.0672658	0.59167	0.329468	0.524404	0	1.40833	1.40506	1.19764	1.23678	1.40535	1.2987	1	
	2.45	0.295918	0.262291	0.0672542	0.591837	0.329545	0.524583	0	1.40816	1.40489	1.19747	1.23662	1.40518	1.29851	1	
	2.451	0.296002	0.26238	0.0672425	0.592003	0.329623	0.524761	0	1.408	1.40473	1.1973	1.23645	1.40502	1.29832	1	
	2.452	0.296085	0.262469	0.0672309	0.59217	0.3297	0.524939	0	1.40783	1.40457	1.19713	1.23629	1.40486	1.29813	1	
	2.453	0.296168	0.262558	0.0672192	0.592336	0.329778	0.525117	0	1.40766	1.4044	1.19696	1.23612	1.40469	1.29794	1	
	2.454	0.296251	0.262647	0.0672076	0.592502	0.329855	0.525294	0	1.4075	1.40424	1.19679	1.23596	1.40453	1.29775	1	
	2.455	0.296334	0.262736	0.0671959	0.592668	0.329932	0.525472	0	1.40733	1.40408	1.19662	1.23579	1.40437	1.29756	1	
	2.456	0.296417	0.262825	0.0671843	0.592834	0.330009	0.52565	0	1.40717	1.40392	1.19646	1.23563	1.4042	1.29738	1	
	2.457	0.2965	0.262914	0.0671726	0.593	0.330086	0.525827	0	1.407	1.40375	1.19629	1.23546	1.40404	1.29719	1	
	2.458	0.296583	0.263002	0.0671609	0.593165	0.330163	0.526004	0	1.40683	1.40359	1.19612	1.2353	1.40388	1.297	1	
	2.459	0.296665	0.263091	0.0671492	0.593331	0.33024	0.526181	0	1.40667	1.40343	1.19595	1.23514	1.40371	1.29681	1	
	2.46	0.296748	0.263179	0.0671375	0.593496	0.330317	0.526358	0	1.4065	1.40327	1.19578	1.23497	1.40355	1.29662	1	
	2.461	0.296831	0.263268	0.0671259	0.593661	0.330393	0.526535	0	1.40634	1.40311	1.19562	1.23481	1.40339	1.29644	1	
	2.462	0.296913	0.263356	0.0671142	0.593826	0.33047	0.526712	0	1.40617	1.40294	1.19545	1.23465	1.40323	1.29625	1	
	2.463	0.296996	0.263444	0.0671025	0.593991	0.330547	0.526889	0	1.40601	1.40278	1.19528	1.23448	1.40307	1.29606	1	
	2.464	0.297078	0.263533	0.0670908	0.594156	0.330623	0.527065	0	1.40584	1.40262	1.19512	1.23432	1.4029	1.29588	1	
	2.465	0.29716	0.263621	0.0670791	0.59432	0.3307	0.527241	0	1.40568	1.40246	1.19495	1.23416	1.40274	1.29569	1	
	2.466	0.297242	0.263709	0.0670674	0.594485	0.330776	0.527418	0	1.40552	1.4023	1.19478	1.234	1.40258	1.2955	1	
	2.467	0.297325	0.263797	0.0670556	0.594649	0.330853	0.527594	0	1.40535	1.40214	1.19462	1.23383	1.40242	1.29532	1	
	2.468	0.297407	0.263885	0.0670439	0.594814	0.330929	0.52777	0	1.40519	1.40198	1.19445	1.23367	1.40226	1.29513	1	
	2.469	0.297489	0.263973	0.0670322	0.594978	0.331005	0.527946	0	1.40502	1.40182	1.19429	1.23351	1.4021	1.29494	1	
	2.47	0.297571	0.264061	0.0670205	0.595142	0.331081	0.528121	0	1.40486	1.40166	1.19412	1.23335	1.40194	1.29476	1	
	2.471	0.297653	0.264148	0.0670087	0.595306	0.331157	0.528297	0	1.40469	1.4015	1.19395	1.23319	1.40177	1.29457	1	
	2.472	0.297735	0.264236	0.066997	0.595469	0.331233	0.528472	0	1.40453	1.40134	1.19379	1.23302	1.40161	1.29439	1	
	2.473	0.297816	0.264324	0.0669852	0.595633	0.331309	0.528648	0	1.40437	1.40118	1.19362	1.23286	1.40145	1.2942	1	
	2.474	0.297898	0.264411	0.0669735	0.595796	0.331385	0.528823	0	1.4042	1.40102	1.19346	1.2327	1.40129	1.29402	1	
	2.475	0.29798	0.264499	0.0669618	0.59596	0.331461	0.528998	0	1.40404	1.40086	1.1933	1.23254	1.40113	1.29383	1	
	2.476	0.298061	0.264586	0.06695	0.596123	0.331536	0.529173	0	1.40388	1.4007	1.19313	1.23238	1.40097	1.29365	1	
	2.477	0.298143	0.264674	0.0669382	0.596286	0.331612	0.529348	0	1.40371	1.40054	1.19297	1.23222	1.40081	1.29346	1	
	2.478	0.298224	0.264761	0.0669265	0.596449	0.331688	0.529522	0	1.40355	1.40038	1.1928	1.23206	1.40065	1.29328	1	
	2.479	0.298306	0.264848	0.0669147	0.596612	0.331763	0.529697	0	1.40339	1.40022	1.19264	1.2319	1.40049	1.29309	1	
	2.48	0.298387	0.264936	0.0669029	0.596774	0.331839	0.529871	0	1.40323	1.40006	1.19248	1.23174	1.40033	1.29291	1	
	2.481	0.298468	0.265023	0.0668912	0.596937	0.331914	0.530046	0	1.40306	1.3999	1.19231	1.23158	1.40017	1.29273	1	
	2.482	0.29855	0.26511	0.0668794	0.597099	0.331989	0.53022	0	1.4029	1.39974	1.19215	1.23142	1.40001	1.29254	1	
	2.483	0.298631	0.265197	0.0668676	0.597261	0.332064	0.530394	0	1.40274	1.39958	1.19199	1.23126	1.39985	1.29236	1	
	2.484	0.298712	0.265284	0.0668558	0.597424	0.33214	0.530568	0	1.40258	1.39942	1.19182	1.2311	1.39969	1.29218	1	
	2.485	0.298793	0.265371	0.066844	0.597586	0.332215	0.530741	0	1.40241	1.39926	1.19166	1.23094	1.39954	1.29199	1	
	2.486	0.298874	0.265458	0.0668322	0.597747	0.33229	0.530915	0	1.40225	1.39911	1.1915	1.23078	1.39938	1.29181	1	
	2.487	0.298955	0.265544	0.0668204	0.597909	0.332365	0.531089	0	1.40209	1.39895	1.19134	1.23062	1.39922	1.29163	1	
	2.488	0.299035	0.265631	0.0668086	0.598071	0.33244	0.531262	0	1.40193	1.39879	1.19117	1.23046	1.39906	1.29144	1	
	2.489	0.299116	0.265718	0.0667968	0.598232	0.332515	0.531435	0	1.40177	1.39863	1.19101	1.23031	1.3989	1.29126	1	
	2.49	0.299197	0.265804	0.066785	0.598394	0.332589	0.531609	0	1.40161	1.39847	1.19085	1.23015	1.39874	1.29108	1	
	2.491	0.299277	0.265891	0.0667732	0.598555	0.332664	0.531782	0	1.40145	1.39831	1.19069	1.22999	1.39858	1.2909	1	
	2.492	0.299358	0.265977	0.0667614	0.598716	0.332739	0.531955	0	1.40128	1.39816	1.19053	1.22983	1.39842	1.29072	1	
	2.493	0.299438	0.266064	0.0667495	0.598877	0.332813	0.532127	0	1.40112	1.398	1.19037	1.22967	1.39827	1.29053	1	
	2.494	0.299519	0.26615	0.0667377	0.599038	0.332888	0.5323	0	1.40096	1.39784	1.19021	1.22951	1.39811	1.29035	1	
	2.495	0.299599	0.266236	0.0667259	0.599198	0.332962	0.532473	0	1.4008	1.39768	1.19005	1.22936	1.39795	1.29017	1	
	2.496	0.299679	0.266322	0.066714	0.599359	0.333037	0.532645	0	1.40064	1.39753	1.18989	1.2292	1.39779	1.28999	1	
	2.497	0.29976	0.266409	0.0667022	0.599519	0.333111	0.532817	0	1.40048	1.39737	1.18973	1.22904	1.39764	1.28981	1	
	2.498	0.29984	0.266495	0.0666904	0.59968	0.333185	0.532989	0	1.40032	1.39721	1.18957	1.22889	1.39748	1.28963	1	
	2.499	0.29992	0.266581	0.0666785	0.59984	0.333259	0.533161	0	1.40016	1.39706	1.18941	1.22873	1.39732	1.28945	1	
	2.5	0.3	0.266667	0.0666667	0.6	0.333333	0.533333	0	1.4	1.3969	1.18925	1.22857	1.39716	1.28927	1	
	2.501	0.30008	0.266753	0.0666548	0.60016	0.333407	0.533505	0	1.39984	1.39674	1.18909	1.22841	1.39701	1.28909	1	
	2.502	0.30016	0.266838	0.066643	0.60032	0.333481	0.533677	0	1.39968	1.39659	1.18893	1.22826	1.39685	1.2889	1	
	2.503	0.30024	0.266924	0.0666311	0.600479	0.333555	0.533848	0	1.39952	1.39643	1.18877	1.2281	1.39669	1.28872	1	
	2.504	0.300319	0.26701	0.0666192	0.600639	0.333629	0.53402	0	1.39936	1.39627	1.18861	1.22795	1.39654	1.28854	1	
	2.505	0.300399	0.267096	0.0666074	0.600798	0.333703	0.534191	0	1.3992	1.39612	1.18845	1.22779	1.39638	1.28836	1	
	2.506	0.300479	0.267181	0.0665955	0.600958	0.333777	0.534362	0	1.39904	1.39596	1.18829	1.22763	1.39622	1.28819	1	
	2.507	0.300558	0.267267	0.0665836	0.601117	0.33385	0.534533	0	1.39888	1.39581	1.18814	1.22748	1.39607	1.28801	1	
	2.508	0.300638	0.267352	0.0665717	0.601276	0.333924	0.534704	0	1.39872	1.39565	1.18798	1.22732	1.39591	1.28783	1	
	2.509	0.300717	0.267437	0.0665599	0.601435	0.333997	0.534875	0	1.39857	1.39549	1.18782	1.22717	1.39575	1.28765	1	
