	n	zI	zG_X_XX	zG_X_XY	zG_Y_XY	zG_Z_ZZ	zG_Z_ZW	zG_W_ZW	wI_star	wG_X_XX	wG_X_XY	wG_Y_XY	wG_Z_ZZ	wG_Z_ZW	wG_W_ZW	
	9.818	0.449073	0.437339	0.0234675	0.898146	0.460807	0.874679	0	1.10185	1.10179	1.01091	1.01883	1.10179	1.02692	1	
	9.819	0.449078	0.437346	0.0234653	0.898157	0.460811	0.874691	0	1.10184	1.10178	1.0109	1.01883	1.10178	1.02691	1	
	9.82	0.449084	0.437352	0.0234631	0.898167	0.460815	0.874704	0	1.10183	1.10177	1.0109	1.01882	1.10177	1.02691	1	
	9.821	0.449089	0.437358	0.0234609	0.898177	0.460819	0.874716	0	1.10182	1.10176	1.0109	1.01882	1.10176	1.0269	1	
	9.822	0.449094	0.437365	0.0234587	0.898188	0.460823	0.874729	0	1.10181	1.10175	1.0109	1.01882	1.10175	1.0269	1	
	9.823	0.449099	0.437371	0.0234565	0.898198	0.460827	0.874742	0	1.1018	1.10174	1.01089	1.01881	1.10174	1.02689	1	
	9.824	0.449104	0.437377	0.0234544	0.898208	0.460831	0.874754	0	1.10179	1.10173	1.01089	1.01881	1.10173	1.02689	1	
	9.825	0.449109	0.437383	0.0234522	0.898219	0.460836	0.874767	0	1.10178	1.10172	1.01089	1.0188	1.10172	1.02688	1	
	9.826	0.449115	0.43739	0.02345	0.898229	0.46084	0.874779	0	1.10177	1.10171	1.01089	1.0188	1.10171	1.02688	1	
	9.827	0.44912	0.437396	0.0234478	0.89824	0.460844	0.874792	0	1.10176	1.1017	1.01089	1.0188	1.1017	1.02687	1	
	9.828	0.449125	0.437402	0.0234457	0.89825	0.460848	0.874804	0	1.10175	1.10169	1.01088	1.01879	1.10169	1.02687	1	
	9.829	0.44913	0.437408	0.0234435	0.89826	0.460852	0.874817	0	1.10174	1.10168	1.01088	1.01879	1.10168	1.02686	1	
	9.83	0.449135	0.437415	0.0234413	0.898271	0.460856	0.874829	0	1.10173	1.10167	1.01088	1.01879	1.10167	1.02686	1	
	9.831	0.44914	0.437421	0.0234391	0.898281	0.46086	0.874842	0	1.10172	1.10166	1.01088	1.01878	1.10166	1.02685	1	
	9.832	0.449146	0.437427	0.0234369	0.898291	0.460864	0.874854	0	1.10171	1.10165	1.01087	1.01878	1.10165	1.02685	1	
	9.833	0.449151	0.437433	0.0234348	0.898302	0.460868	0.874867	0	1.1017	1.10164	1.01087	1.01878	1.10164	1.02684	1	
	9.834	0.449156	0.43744	0.0234326	0.898312	0.460872	0.874879	0	1.10169	1.10163	1.01087	1.01877	1.10163	1.02684	1	
	9.835	0.449161	0.437446	0.0234304	0.898322	0.460876	0.874892	0	1.10168	1.10162	1.01087	1.01877	1.10162	1.02683	1	
	9.836	0.449166	0.437452	0.0234282	0.898333	0.46088	0.874904	0	1.10167	1.10161	1.01087	1.01876	1.10161	1.02683	1	
	9.837	0.449171	0.437458	0.0234261	0.898343	0.460885	0.874917	0	1.10166	1.10159	1.01086	1.01876	1.1016	1.02682	1	
	9.838	0.449177	0.437465	0.0234239	0.898353	0.460889	0.874929	0	1.10165	1.10158	1.01086	1.01876	1.10158	1.02682	1	
	9.839	0.449182	0.437471	0.0234217	0.898364	0.460893	0.874942	0	1.10164	1.10157	1.01086	1.01875	1.10157	1.02681	1	
	9.84	0.449187	0.437477	0.0234196	0.898374	0.460897	0.874954	0	1.10163	1.10156	1.01086	1.01875	1.10156	1.02681	1	
	9.841	0.449192	0.437483	0.0234174	0.898384	0.460901	0.874967	0	1.10162	1.10155	1.01085	1.01875	1.10155	1.0268	1	
	9.842	0.449197	0.43749	0.0234152	0.898395	0.460905	0.874979	0	1.10161	1.10154	1.01085	1.01874	1.10154	1.0268	1	
	9.843	0.449202	0.437496	0.023413	0.898405	0.460909	0.874992	0	1.1016	1.10153	1.01085	1.01874	1.10153	1.02679	1	
	9.844	0.449208	0.437502	0.0234109	0.898415	0.460913	0.875004	0	1.10158	1.10152	1.01085	1.01874	1.10152	1.02679	1	
	9.845	0.449213	0.437508	0.0234087	0.898426	0.460917	0.875017	0	1.10157	1.10151	1.01084	1.01873	1.10151	1.02678	1	
	9.846	0.449218	0.437515	0.0234065	0.898436	0.460921	0.875029	0	1.10156	1.1015	1.01084	1.01873	1.1015	1.02678	1	
	9.847	0.449223	0.437521	0.0234044	0.898446	0.460925	0.875042	0	1.10155	1.10149	1.01084	1.01872	1.10149	1.02677	1	
	9.848	0.449228	0.437527	0.0234022	0.898457	0.460929	0.875054	0	1.10154	1.10148	1.01084	1.01872	1.10148	1.02677	1	
	9.849	0.449233	0.437533	0.0234	0.898467	0.460933	0.875067	0	1.10153	1.10147	1.01084	1.01872	1.10147	1.02676	1	
	9.85	0.449239	0.43754	0.0233978	0.898477	0.460937	0.875079	0	1.10152	1.10146	1.01083	1.01871	1.10146	1.02676	1	
	9.851	0.449244	0.437546	0.0233957	0.898487	0.460942	0.875092	0	1.10151	1.10145	1.01083	1.01871	1.10145	1.02675	1	
	9.852	0.449249	0.437552	0.0233935	0.898498	0.460946	0.875104	0	1.1015	1.10144	1.01083	1.01871	1.10144	1.02675	1	
	9.853	0.449254	0.437558	0.0233913	0.898508	0.46095	0.875117	0	1.10149	1.10143	1.01083	1.0187	1.10143	1.02674	1	
	9.854	0.449259	0.437565	0.0233892	0.898518	0.460954	0.875129	0	1.10148	1.10142	1.01082	1.0187	1.10142	1.02674	1	
	9.855	0.449264	0.437571	0.023387	0.898529	0.460958	0.875142	0	1.10147	1.10141	1.01082	1.0187	1.10141	1.02673	1	
	9.856	0.449269	0.437577	0.0233848	0.898539	0.460962	0.875154	0	1.10146	1.1014	1.01082	1.01869	1.1014	1.02673	1	
	9.857	0.449275	0.437583	0.0233827	0.898549	0.460966	0.875167	0	1.10145	1.10139	1.01082	1.01869	1.10139	1.02672	1	
	9.858	0.44928	0.43759	0.0233805	0.89856	0.46097	0.875179	0	1.10144	1.10138	1.01082	1.01868	1.10138	1.02672	1	
	9.859	0.449285	0.437596	0.0233783	0.89857	0.460974	0.875191	0	1.10143	1.10137	1.01081	1.01868	1.10137	1.02671	1	
	9.86	0.44929	0.437602	0.0233762	0.89858	0.460978	0.875204	0	1.10142	1.10136	1.01081	1.01868	1.10136	1.02671	1	
	9.861	0.449295	0.437608	0.023374	0.89859	0.460982	0.875216	0	1.10141	1.10135	1.01081	1.01867	1.10135	1.0267	1	
	9.862	0.4493	0.437614	0.0233718	0.898601	0.460986	0.875229	0	1.1014	1.10134	1.01081	1.01867	1.10134	1.0267	1	
	9.863	0.449305	0.437621	0.0233697	0.898611	0.46099	0.875241	0	1.10139	1.10133	1.0108	1.01867	1.10133	1.02669	1	
	9.864	0.449311	0.437627	0.0233675	0.898621	0.460994	0.875254	0	1.10138	1.10132	1.0108	1.01866	1.10132	1.02669	1	
	9.865	0.449316	0.437633	0.0233654	0.898632	0.460998	0.875266	0	1.10137	1.10131	1.0108	1.01866	1.10131	1.02668	1	
	9.866	0.449321	0.437639	0.0233632	0.898642	0.461002	0.875279	0	1.10136	1.1013	1.0108	1.01866	1.1013	1.02668	1	
	9.867	0.449326	0.437646	0.023361	0.898652	0.461007	0.875291	0	1.10135	1.10129	1.0108	1.01865	1.10129	1.02667	1	
	9.868	0.449331	0.437652	0.0233589	0.898662	0.461011	0.875303	0	1.10134	1.10128	1.01079	1.01865	1.10128	1.02667	1	
	9.869	0.449336	0.437658	0.0233567	0.898673	0.461015	0.875316	0	1.10133	1.10127	1.01079	1.01865	1.10127	1.02666	1	
	9.87	0.449341	0.437664	0.0233545	0.898683	0.461019	0.875328	0	1.10132	1.10126	1.01079	1.01864	1.10126	1.02666	1	
	9.871	0.449347	0.43767	0.0233524	0.898693	0.461023	0.875341	0	1.10131	1.10125	1.01079	1.01864	1.10125	1.02665	1	
	9.872	0.449352	0.437677	0.0233502	0.898703	0.461027	0.875353	0	1.1013	1.10123	1.01078	1.01863	1.10124	1.02665	1	
	9.873	0.449357	0.437683	0.0233481	0.898714	0.461031	0.875366	0	1.10129	1.10122	1.01078	1.01863	1.10123	1.02664	1	
	9.874	0.449362	0.437689	0.0233459	0.898724	0.461035	0.875378	0	1.10128	1.10121	1.01078	1.01863	1.10121	1.02664	1	
	9.875	0.449367	0.437695	0.0233437	0.898734	0.461039	0.87539	0	1.10127	1.1012	1.01078	1.01862	1.1012	1.02663	1	
	9.876	0.449372	0.437701	0.0233416	0.898744	0.461043	0.875403	0	1.10126	1.10119	1.01078	1.01862	1.10119	1.02663	1	
	9.877	0.449377	0.437708	0.0233394	0.898755	0.461047	0.875415	0	1.10125	1.10118	1.01077	1.01862	1.10118	1.02662	1	
	9.878	0.449382	0.437714	0.0233373	0.898765	0.461051	0.875428	0	1.10124	1.10117	1.01077	1.01861	1.10117	1.02662	1	
	9.879	0.449388	0.43772	0.0233351	0.898775	0.461055	0.87544	0	1.10122	1.10116	1.01077	1.01861	1.10116	1.02661	1	
	9.88	0.449393	0.437726	0.023333	0.898785	0.461059	0.875452	0	1.10121	1.10115	1.01077	1.01861	1.10115	1.02661	1	
	9.881	0.449398	0.437732	0.0233308	0.898796	0.461063	0.875465	0	1.1012	1.10114	1.01076	1.0186	1.10114	1.0266	1	
	9.882	0.449403	0.437739	0.0233286	0.898806	0.461067	0.875477	0	1.10119	1.10113	1.01076	1.0186	1.10113	1.0266	1	
	9.883	0.449408	0.437745	0.0233265	0.898816	0.461071	0.87549	0	1.10118	1.10112	1.01076	1.01859	1.10112	1.02659	1	
	9.884	0.449413	0.437751	0.0233243	0.898826	0.461075	0.875502	0	1.10117	1.10111	1.01076	1.01859	1.10111	1.02659	1	
	9.885	0.449418	0.437757	0.0233222	0.898837	0.461079	0.875514	0	1.10116	1.1011	1.01076	1.01859	1.1011	1.02658	1	
	9.886	0.449423	0.437763	0.02332	0.898847	0.461083	0.875527	0	1.10115	1.10109	1.01075	1.01858	1.10109	1.02658	1	
	9.887	0.449429	0.43777	0.0233179	0.898857	0.461087	0.875539	0	1.10114	1.10108	1.01075	1.01858	1.10108	1.02657	1	
	9.888	0.449434	0.437776	0.0233157	0.898867	0.461092	0.875552	0	1.10113	1.10107	1.01075	1.01858	1.10107	1.02657	1	
	9.889	0.449439	0.437782	0.0233136	0.898878	0.461096	0.875564	0	1.10112	1.10106	1.01075	1.01857	1.10106	1.02656	1	
	9.89	0.449444	0.437788	0.0233114	0.898888	0.4611	0.875576	0	1.10111	1.10105	1.01074	1.01857	1.10105	1.02656	1	
	9.891	0.449449	0.437794	0.0233093	0.898898	0.461104	0.875589	0	1.1011	1.10104	1.01074	1.01857	1.10104	1.02655	1	
	9.892	0.449454	0.437801	0.0233071	0.898908	0.461108	0.875601	0	1.10109	1.10103	1.01074	1.01856	1.10103	1.02655	1	
	9.893	0.449459	0.437807	0.0233049	0.898918	0.461112	0.875613	0	1.10108	1.10102	1.01074	1.01856	1.10102	1.02654	1	
	9.894	0.449464	0.437813	0.0233028	0.898929	0.461116	0.875626	0	1.10107	1.10101	1.01074	1.01856	1.10101	1.02654	1	
	9.895	0.449469	0.437819	0.0233006	0.898939	0.46112	0.875638	0	1.10106	1.101	1.01073	1.01855	1.101	1.02653	1	
	9.896	0.449475	0.437825	0.0232985	0.898949	0.461124	0.875651	0	1.10105	1.10099	1.01073	1.01855	1.10099	1.02653	1	
	9.897	0.44948	0.437831	0.0232963	0.898959	0.461128	0.875663	0	1.10104	1.10098	1.01073	1.01854	1.10098	1.02652	1	
	9.898	0.449485	0.437838	0.0232942	0.898969	0.461132	0.875675	0	1.10103	1.10097	1.01073	1.01854	1.10097	1.02652	1	
	9.899	0.44949	0.437844	0.023292	0.89898	0.461136	0.875688	0	1.10102	1.10096	1.01072	1.01854	1.10096	1.02651	1	
	9.9	0.449495	0.43785	0.0232899	0.89899	0.46114	0.8757	0	1.10101	1.10095	1.01072	1.01853	1.10095	1.02651	1	
	9.901	0.4495	0.437856	0.0232877	0.899	0.461144	0.875712	0	1.101	1.10094	1.01072	1.01853	1.10094	1.0265	1	
	9.902	0.449505	0.437862	0.0232856	0.89901	0.461148	0.875725	0	1.10099	1.10093	1.01072	1.01853	1.10093	1.0265	1	
	9.903	0.44951	0.437869	0.0232834	0.89902	0.461152	0.875737	0	1.10098	1.10092	1.01072	1.01852	1.10092	1.02649	1	
	9.904	0.449515	0.437875	0.0232813	0.899031	0.461156	0.875749	0	1.10097	1.10091	1.01071	1.01852	1.10091	1.02649	1	
	9.905	0.44952	0.437881	0.0232792	0.899041	0.46116	0.875762	0	1.10096	1.1009	1.01071	1.01852	1.1009	1.02648	1	
	9.906	0.449526	0.437887	0.023277	0.899051	0.461164	0.875774	0	1.10095	1.10089	1.01071	1.01851	1.10089	1.02648	1	
	9.907	0.449531	0.437893	0.0232749	0.899061	0.461168	0.875786	0	1.10094	1.10088	1.01071	1.01851	1.10088	1.02647	1	
	9.908	0.449536	0.437899	0.0232727	0.899071	0.461172	0.875799	0	1.10093	1.10087	1.0107	1.01851	1.10087	1.02647	1	
	9.909	0.449541	0.437906	0.0232706	0.899082	0.461176	0.875811	0	1.10092	1.10086	1.0107	1.0185	1.10086	1.02646	1	
	9.91	0.449546	0.437912	0.0232684	0.899092	0.46118	0.875823	0	1.10091	1.10085	1.0107	1.0185	1.10085	1.02646	1	
	9.911	0.449551	0.437918	0.0232663	0.899102	0.461184	0.875836	0	1.1009	1.10084	1.0107	1.01849	1.10084	1.02645	1	
	9.912	0.449556	0.437924	0.0232641	0.899112	0.461188	0.875848	0	1.10089	1.10083	1.0107	1.01849	1.10083	1.02645	1	
	9.913	0.449561	0.43793	0.023262	0.899122	0.461192	0.87586	0	1.10088	1.10082	1.01069	1.01849	1.10082	1.02644	1	
	9.914	0.449566	0.437936	0.0232598	0.899133	0.461196	0.875873	0	1.10087	1.10081	1.01069	1.01848	1.10081	1.02644	1	
	9.915	0.449571	0.437943	0.0232577	0.899143	0.4612	0.875885	0	1.10086	1.1008	1.01069	1.01848	1.1008	1.02643	1	
	9.916	0.449576	0.437949	0.0232556	0.899153	0.461204	0.875897	0	1.10085	1.10079	1.01069	1.01848	1.10079	1.02643	1	
	9.917	0.449582	0.437955	0.0232534	0.899163	0.461208	0.87591	0	1.10084	1.10078	1.01068	1.01847	1.10078	1.02642	1	
	9.918	0.449587	0.437961	0.0232513	0.899173	0.461212	0.875922	0	1.10083	1.10077	1.01068	1.01847	1.10077	1.02642	1	
	9.919	0.449592	0.437967	0.0232491	0.899183	0.461216	0.875934	0	1.10082	1.10076	1.01068	1.01847	1.10076	1.02641	1	
	9.92	0.449597	0.437973	0.023247	0.899194	0.46122	0.875947	0	1.10081	1.10075	1.01068	1.01846	1.10075	1.02641	1	
	9.921	0.449602	0.437979	0.0232448	0.899204	0.461224	0.875959	0	1.1008	1.10074	1.01068	1.01846	1.10074	1.0264	1	
	9.922	0.449607	0.437986	0.0232427	0.899214	0.461228	0.875971	0	1.10079	1.10073	1.01067	1.01846	1.10073	1.0264	1	
	9.923	0.449612	0.437992	0.0232406	0.899224	0.461232	0.875983	0	1.10078	1.10072	1.01067	1.01845	1.10072	1.02639	1	
	9.924	0.449617	0.437998	0.0232384	0.899234	0.461236	0.875996	0	1.10077	1.10071	1.01067	1.01845	1.10071	1.02639	1	
	9.925	0.449622	0.438004	0.0232363	0.899244	0.46124	0.876008	0	1.10076	1.1007	1.01067	1.01844	1.1007	1.02638	1	
	9.926	0.449627	0.43801	0.0232341	0.899254	0.461244	0.87602	0	1.10075	1.10068	1.01066	1.01844	1.10069	1.02638	1	
	9.927	0.449632	0.438016	0.023232	0.899265	0.461248	0.876033	0	1.10074	1.10067	1.01066	1.01844	1.10068	1.02637	1	
	9.928	0.449637	0.438022	0.0232299	0.899275	0.461252	0.876045	0	1.10073	1.10066	1.01066	1.01843	1.10066	1.02637	1	
	9.929	0.449642	0.438029	0.0232277	0.899285	0.461256	0.876057	0	1.10072	1.10065	1.01066	1.01843	1.10065	1.02636	1	
	9.93	0.449648	0.438035	0.0232256	0.899295	0.46126	0.876069	0	1.1007	1.10064	1.01066	1.01843	1.10064	1.02636	1	
	9.931	0.449653	0.438041	0.0232235	0.899305	0.461264	0.876082	0	1.10069	1.10063	1.01065	1.01842	1.10063	1.02635	1	
	9.932	0.449658	0.438047	0.0232213	0.899315	0.461268	0.876094	0	1.10068	1.10062	1.01065	1.01842	1.10062	1.02635	1	
	9.933	0.449663	0.438053	0.0232192	0.899325	0.461272	0.876106	0	1.10067	1.10061	1.01065	1.01842	1.10061	1.02634	1	
	9.934	0.449668	0.438059	0.023217	0.899336	0.461276	0.876119	0	1.10066	1.1006	1.01065	1.01841	1.1006	1.02634	1	
	9.935	0.449673	0.438065	0.0232149	0.899346	0.46128	0.876131	0	1.10065	1.10059	1.01064	1.01841	1.10059	1.02633	1	
	9.936	0.449678	0.438072	0.0232128	0.899356	0.461284	0.876143	0	1.10064	1.10058	1.01064	1.01841	1.10058	1.02633	1	
	9.937	0.449683	0.438078	0.0232106	0.899366	0.461288	0.876155	0	1.10063	1.10057	1.01064	1.0184	1.10057	1.02632	1	
	9.938	0.449688	0.438084	0.0232085	0.899376	0.461292	0.876168	0	1.10062	1.10056	1.01064	1.0184	1.10056	1.02632	1	
	9.939	0.449693	0.43809	0.0232064	0.899386	0.461296	0.87618	0	1.10061	1.10055	1.01064	1.0184	1.10055	1.02631	1	
	9.94	0.449698	0.438096	0.0232042	0.899396	0.4613	0.876192	0	1.1006	1.10054	1.01063	1.01839	1.10054	1.02631	1	
	9.941	0.449703	0.438102	0.0232021	0.899406	0.461304	0.876204	0	1.10059	1.10053	1.01063	1.01839	1.10053	1.0263	1	
	9.942	0.449708	0.438108	0.0232	0.899417	0.461308	0.876217	0	1.10058	1.10052	1.01063	1.01838	1.10052	1.0263	1	
	9.943	0.449713	0.438114	0.0231978	0.899427	0.461312	0.876229	0	1.10057	1.10051	1.01063	1.01838	1.10051	1.02629	1	
	9.944	0.449718	0.438121	0.0231957	0.899437	0.461316	0.876241	0	1.10056	1.1005	1.01062	1.01838	1.1005	1.02629	1	
	9.945	0.449723	0.438127	0.0231936	0.899447	0.46132	0.876253	0	1.10055	1.10049	1.01062	1.01837	1.10049	1.02628	1	
	9.946	0.449729	0.438133	0.0231914	0.899457	0.461324	0.876266	0	1.10054	1.10048	1.01062	1.01837	1.10048	1.02628	1	
	9.947	0.449734	0.438139	0.0231893	0.899467	0.461328	0.876278	0	1.10053	1.10047	1.01062	1.01837	1.10047	1.02627	1	
	9.948	0.449739	0.438145	0.0231872	0.899477	0.461332	0.87629	0	1.10052	1.10046	1.01062	1.01836	1.10046	1.02627	1	
	9.949	0.449744	0.438151	0.0231851	0.899487	0.461336	0.876302	0	1.10051	1.10045	1.01061	1.01836	1.10045	1.02626	1	
	9.95	0.449749	0.438157	0.0231829	0.899497	0.46134	0.876315	0	1.1005	1.10044	1.01061	1.01836	1.10044	1.02626	1	
	9.951	0.449754	0.438163	0.0231808	0.899508	0.461344	0.876327	0	1.10049	1.10043	1.01061	1.01835	1.10043	1.02625	1	
	9.952	0.449759	0.43817	0.0231787	0.899518	0.461348	0.876339	0	1.10048	1.10042	1.01061	1.01835	1.10042	1.02625	1	
	9.953	0.449764	0.438176	0.0231765	0.899528	0.461352	0.876351	0	1.10047	1.10041	1.01061	1.01835	1.10041	1.02624	1	
	9.954	0.449769	0.438182	0.0231744	0.899538	0.461356	0.876363	0	1.10046	1.1004	1.0106	1.01834	1.1004	1.02624	1	
	9.955	0.449774	0.438188	0.0231723	0.899548	0.46136	0.876376	0	1.10045	1.10039	1.0106	1.01834	1.10039	1.02623	1	
	9.956	0.449779	0.438194	0.0231702	0.899558	0.461364	0.876388	0	1.10044	1.10038	1.0106	1.01834	1.10038	1.02623	1	
	9.957	0.449784	0.4382	0.023168	0.899568	0.461368	0.8764	0	1.10043	1.10037	1.0106	1.01833	1.10037	1.02622	1	
	9.958	0.449789	0.438206	0.0231659	0.899578	0.461372	0.876412	0	1.10042	1.10036	1.01059	1.01833	1.10036	1.02622	1	
	9.959	0.449794	0.438212	0.0231638	0.899588	0.461376	0.876425	0	1.10041	1.10035	1.01059	1.01832	1.10035	1.02621	1	
	9.96	0.449799	0.438218	0.0231616	0.899598	0.46138	0.876437	0	1.1004	1.10034	1.01059	1.01832	1.10034	1.02621	1	
	9.961	0.449804	0.438224	0.0231595	0.899608	0.461384	0.876449	0	1.10039	1.10033	1.01059	1.01832	1.10033	1.0262	1	
	9.962	0.449809	0.438231	0.0231574	0.899619	0.461388	0.876461	0	1.10038	1.10032	1.01059	1.01831	1.10032	1.0262	1	
	9.963	0.449814	0.438237	0.0231553	0.899629	0.461392	0.876473	0	1.10037	1.10031	1.01058	1.01831	1.10031	1.02619	1	
	9.964	0.449819	0.438243	0.0231531	0.899639	0.461396	0.876486	0	1.10036	1.1003	1.01058	1.01831	1.1003	1.02619	1	
	9.965	0.449824	0.438249	0.023151	0.899649	0.4614	0.876498	0	1.10035	1.10029	1.01058	1.0183	1.10029	1.02618	1	
	9.966	0.449829	0.438255	0.0231489	0.899659	0.461404	0.87651	0	1.10034	1.10028	1.01058	1.0183	1.10028	1.02618	1	
	9.967	0.449834	0.438261	0.0231468	0.899669	0.461408	0.876522	0	1.10033	1.10027	1.01057	1.0183	1.10027	1.02617	1	
	9.968	0.449839	0.438267	0.0231447	0.899679	0.461412	0.876534	0	1.10032	1.10026	1.01057	1.01829	1.10026	1.02617	1	
	9.969	0.449845	0.438273	0.0231425	0.899689	0.461416	0.876547	0	1.10031	1.10025	1.01057	1.01829	1.10025	1.02616	1	
	9.97	0.44985	0.438279	0.0231404	0.899699	0.46142	0.876559	0	1.1003	1.10024	1.01057	1.01829	1.10024	1.02616	1	
	9.971	0.449855	0.438285	0.0231383	0.899709	0.461424	0.876571	0	1.10029	1.10023	1.01057	1.01828	1.10023	1.02615	1	
	9.972	0.44986	0.438292	0.0231362	0.899719	0.461428	0.876583	0	1.10028	1.10022	1.01056	1.01828	1.10022	1.02615	1	
	9.973	0.449865	0.438298	0.023134	0.899729	0.461432	0.876595	0	1.10027	1.10021	1.01056	1.01828	1.10021	1.02614	1	
	9.974	0.44987	0.438304	0.0231319	0.899739	0.461436	0.876607	0	1.10026	1.1002	1.01056	1.01827	1.1002	1.02614	1	
	9.975	0.449875	0.43831	0.0231298	0.899749	0.46144	0.87662	0	1.10025	1.10019	1.01056	1.01827	1.10019	1.02613	1	
	9.976	0.44988	0.438316	0.0231277	0.899759	0.461444	0.876632	0	1.10024	1.10018	1.01056	1.01827	1.10018	1.02613	1	
	9.977	0.449885	0.438322	0.0231256	0.899769	0.461448	0.876644	0	1.10023	1.10017	1.01055	1.01826	1.10017	1.02613	1	
	9.978	0.44989	0.438328	0.0231234	0.89978	0.461451	0.876656	0	1.10022	1.10016	1.01055	1.01826	1.10016	1.02612	1	
	9.979	0.449895	0.438334	0.0231213	0.89979	0.461455	0.876668	0	1.10021	1.10015	1.01055	1.01825	1.10015	1.02612	1	
	9.98	0.4499	0.43834	0.0231192	0.8998	0.461459	0.87668	0	1.1002	1.10014	1.01055	1.01825	1.10014	1.02611	1	
	9.981	0.449905	0.438346	0.0231171	0.89981	0.461463	0.876693	0	1.10019	1.10013	1.01054	1.01825	1.10013	1.02611	1	
	9.982	0.44991	0.438352	0.023115	0.89982	0.461467	0.876705	0	1.10018	1.10012	1.01054	1.01824	1.10012	1.0261	1	
	9.983	0.449915	0.438358	0.0231129	0.89983	0.461471	0.876717	0	1.10017	1.10011	1.01054	1.01824	1.10011	1.0261	1	
	9.984	0.44992	0.438365	0.0231107	0.89984	0.461475	0.876729	0	1.10016	1.1001	1.01054	1.01824	1.1001	1.02609	1	
	9.985	0.449925	0.438371	0.0231086	0.89985	0.461479	0.876741	0	1.10015	1.10009	1.01054	1.01823	1.10009	1.02609	1	
	9.986	0.44993	0.438377	0.0231065	0.89986	0.461483	0.876753	0	1.10014	1.10008	1.01053	1.01823	1.10008	1.02608	1	
	9.987	0.449935	0.438383	0.0231044	0.89987	0.461487	0.876765	0	1.10013	1.10007	1.01053	1.01823	1.10007	1.02608	1	
	9.988	0.44994	0.438389	0.0231023	0.89988	0.461491	0.876778	0	1.10012	1.10006	1.01053	1.01822	1.10006	1.02607	1	
	9.989	0.449945	0.438395	0.0231002	0.89989	0.461495	0.87679	0	1.10011	1.10005	1.01053	1.01822	1.10005	1.02607	1	
	9.99	0.44995	0.438401	0.023098	0.8999	0.461499	0.876802	0	1.1001	1.10004	1.01052	1.01822	1.10004	1.02606	1	
	9.991	0.449955	0.438407	0.0230959	0.89991	0.461503	0.876814	0	1.10009	1.10003	1.01052	1.01821	1.10003	1.02606	1	
	9.992	0.44996	0.438413	0.0230938	0.89992	0.461507	0.876826	0	1.10008	1.10002	1.01052	1.01821	1.10002	1.02605	1	
	9.993	0.449965	0.438419	0.0230917	0.89993	0.461511	0.876838	0	1.10007	1.10001	1.01052	1.01821	1.10001	1.02605	1	
	9.994	0.44997	0.438425	0.0230896	0.89994	0.461515	0.87685	0	1.10006	1.1	1.01052	1.0182	1.1	1.02604	1	
	9.995	0.449975	0.438431	0.0230875	0.89995	0.461519	0.876862	0	1.10005	1.09999	1.01051	1.0182	1.09999	1.02604	1	
	9.996	0.44998	0.438437	0.0230854	0.89996	0.461523	0.876875	0	1.10004	1.09998	1.01051	1.0182	1.09998	1.02603	1	
	9.997	0.449985	0.438443	0.0230833	0.89997	0.461527	0.876887	0	1.10003	1.09997	1.01051	1.01819	1.09997	1.02603	1	
	9.998	0.44999	0.438449	0.0230811	0.89998	0.461531	0.876899	0	1.10002	1.09996	1.01051	1.01819	1.09996	1.02602	1	
	9.999	0.449995	0.438455	0.023079	0.89999	0.461535	0.876911	0	1.10001	1.09995	1.01051	1.01819	1.09995	1.02602	1	
	10	0.45	0.438462	0.0230769	0.9	0.461538	0.876923	0	1.1	1.09994	1.0105	1.01818	1.09994	1.02601	1	
	10.001	0.450005	0.438468	0.0230748	0.90001	0.461542	0.876935	0	1.09999	1.09993	1.0105	1.01818	1.09993	1.02601	1	
	10.002	0.45001	0.438474	0.0230727	0.90002	0.461546	0.876947	0	1.09998	1.09992	1.0105	1.01817	1.09992	1.026	1	
	10.003	0.450015	0.43848	0.0230706	0.90003	0.46155	0.876959	0	1.09997	1.09991	1.0105	1.01817	1.09991	1.026	1	
	10.004	0.45002	0.438486	0.0230685	0.90004	0.461554	0.876971	0	1.09996	1.0999	1.01049	1.01817	1.0999	1.02599	1	
	10.005	0.450025	0.438492	0.0230664	0.90005	0.461558	0.876984	0	1.09995	1.09989	1.01049	1.01816	1.09989	1.02599	1	
	10.006	0.45003	0.438498	0.0230643	0.90006	0.461562	0.876996	0	1.09994	1.09988	1.01049	1.01816	1.09988	1.02598	1	
	10.007	0.450035	0.438504	0.0230622	0.90007	0.461566	0.877008	0	1.09993	1.09987	1.01049	1.01816	1.09987	1.02598	1	
	10.008	0.45004	0.43851	0.0230601	0.90008	0.46157	0.87702	0	1.09992	1.09986	1.01049	1.01815	1.09986	1.02597	1	
	10.009	0.450045	0.438516	0.0230579	0.90009	0.461574	0.877032	0	1.09991	1.09985	1.01048	1.01815	1.09985	1.02597	1	
	10.01	0.45005	0.438522	0.0230558	0.9001	0.461578	0.877044	0	1.0999	1.09984	1.01048	1.01815	1.09984	1.02596	1	
	10.011	0.450055	0.438528	0.0230537	0.90011	0.461582	0.877056	0	1.09989	1.09983	1.01048	1.01814	1.09983	1.02596	1	
	10.012	0.45006	0.438534	0.0230516	0.90012	0.461586	0.877068	0	1.09988	1.09982	1.01048	1.01814	1.09982	1.02596	1	
